X32,Y32,Z32,S
-0.94,0.42,-0.68,11.06
-0.87,0.42,-0.68,10.42
-0.81,0.42,-0.68,9.43
-0.74,0.42,-0.68,8.22
-0.68,0.42,-0.68,6.92
-0.61,0.42,-0.68,5.67
-0.55,0.42,-0.68,4.56
-0.48,0.42,-0.68,3.67
-0.42,0.42,-0.68,3.02
-0.35,0.42,-0.68,2.60
-0.29,0.42,-0.68,2.38
-0.23,0.42,-0.68,2.30
-0.16,0.42,-0.68,2.31
-0.10,0.42,-0.68,2.34
-0.03,0.42,-0.68,2.35
0.03,0.42,-0.68,2.32
0.10,0.42,-0.68,2.23
0.16,0.42,-0.68,2.09
0.23,0.42,-0.68,1.93
0.29,0.42,-0.68,1.78
0.35,0.42,-0.68,1.67
0.42,0.42,-0.68,1.63
0.48,0.42,-0.68,1.69
0.55,0.42,-0.68,1.86
0.61,0.42,-0.68,2.12
0.68,0.42,-0.68,2.46
0.74,0.42,-0.68,2.84
0.81,0.42,-0.68,3.21
0.87,0.42,-0.68,3.52
0.94,0.42,-0.68,3.72
1.00,0.42,-0.68,3.78
-1.00,0.48,-0.68,10.24
-0.94,0.48,-0.68,10.05
-0.87,0.48,-0.68,9.47
-0.81,0.48,-0.68,8.59
-0.74,0.48,-0.68,7.53
-0.68,0.48,-0.68,6.39
-0.61,0.48,-0.68,5.32
-0.55,0.48,-0.68,4.39
-0.48,0.48,-0.68,3.69
-0.42,0.48,-0.68,3.22
-0.35,0.48,-0.68,2.98
-0.29,0.48,-0.68,2.92
-0.23,0.48,-0.68,2.99
-0.16,0.48,-0.68,3.11
-0.10,0.48,-0.68,3.23
-0.03,0.48,-0.68,3.29
0.03,0.48,-0.68,3.25
0.10,0.48,-0.68,3.12
0.16,0.48,-0.68,2.90
0.23,0.48,-0.68,2.62
0.29,0.48,-0.68,2.32
0.35,0.48,-0.68,2.05
0.42,0.48,-0.68,1.85
0.48,0.48,-0.68,1.73
0.55,0.48,-0.68,1.73
0.61,0.48,-0.68,1.82
0.68,0.48,-0.68,1.99
0.74,0.48,-0.68,2.22
0.81,0.48,-0.68,2.46
0.87,0.48,-0.68,2.66
0.94,0.48,-0.68,2.80
1.00,0.48,-0.68,2.84
-1.00,0.55,-0.68,8.92
-0.94,0.55,-0.68,8.76
-0.87,0.55,-0.68,8.27
-0.81,0.55,-0.68,7.54
-0.74,0.55,-0.68,6.65
-0.68,0.55,-0.68,5.72
-0.61,0.55,-0.68,4.87
-0.55,0.55,-0.68,4.18
-0.48,0.55,-0.68,3.70
-0.42,0.55,-0.68,3.46
-0.35,0.55,-0.68,3.43
-0.29,0.55,-0.68,3.58
-0.23,0.55,-0.68,3.83
-0.16,0.55,-0.68,4.10
-0.10,0.55,-0.68,4.32
-0.03,0.55,-0.68,4.43
0.03,0.55,-0.68,4.40
0.10,0.55,-0.68,4.22
0.16,0.55,-0.68,3.90
0.23,0.55,-0.68,3.49
0.29,0.55,-0.68,3.03
0.35,0.55,-0.68,2.58
0.42,0.55,-0.68,2.19
0.48,0.55,-0.68,1.89
0.55,0.55,-0.68,1.70
0.61,0.55,-0.68,1.62
0.68,0.55,-0.68,1.64
0.74,0.55,-0.68,1.72
0.81,0.55,-0.68,1.84
0.87,0.55,-0.68,1.95
0.94,0.55,-0.68,2.03
1.00,0.55,-0.68,2.05
-1.00,0.61,-0.68,7.45
-0.94,0.61,-0.68,7.33
-0.87,0.61,-0.68,6.95
-0.81,0.61,-0.68,6.37
-0.74,0.61,-0.68,5.68
-0.68,0.61,-0.68,4.98
-0.61,0.61,-0.68,4.38
-0.55,0.61,-0.68,3.95
-0.48,0.61,-0.68,3.73
-0.42,0.61,-0.68,3.75
-0.35,0.61,-0.68,3.97
-0.29,0.61,-0.68,4.35
-0.23,0.61,-0.68,4.80
-0.16,0.61,-0.68,5.24
-0.10,0.61,-0.68,5.59
-0.03,0.61,-0.68,5.76
0.03,0.61,-0.68,5.74
0.10,0.61,-0.68,5.50
0.16,0.61,-0.68,5.07
0.23,0.61,-0.68,4.51
0.29,0.61,-0.68,3.87
0.35,0.61,-0.68,3.22
0.42,0.61,-0.68,2.63
0.48,0.61,-0.68,2.14
0.55,0.61,-0.68,1.77
0.61,0.61,-0.68,1.53
0.68,0.61,-0.68,1.40
0.74,0.61,-0.68,1.36
0.81,0.61,-0.68,1.37
0.87,0.61,-0.68,1.40
0.94,0.61,-0.68,1.43
1.00,0.61,-0.68,1.43
-1.00,0.68,-0.68,5.98
-0.94,0.68,-0.68,5.90
-0.87,0.68,-0.68,5.62
-0.81,0.68,-0.68,5.20
-0.74,0.68,-0.68,4.71
-0.68,0.68,-0.68,4.25
-0.61,0.68,-0.68,3.90
-0.55,0.68,-0.68,3.74
-0.48,0.68,-0.68,3.80
-0.42,0.68,-0.68,4.08
-0.35,0.68,-0.68,4.57
-0.29,0.68,-0.68,5.20
-0.23,0.68,-0.68,5.87
-0.16,0.68,-0.68,6.49
-0.10,0.68,-0.68,6.96
-0.03,0.68,-0.68,7.21
0.03,0.68,-0.68,7.19
0.10,0.68,-0.68,6.89
0.16,0.68,-0.68,6.35
0.23,0.68,-0.68,5.62
0.29,0.68,-0.68,4.79
0.35,0.68,-0.68,3.95
0.42,0.68,-0.68,3.15
0.48,0.68,-0.68,2.47
0.55,0.68,-0.68,1.93
0.61,0.68,-0.68,1.53
0.68,0.68,-0.68,1.27
0.74,0.68,-0.68,1.11
0.81,0.68,-0.68,1.04
0.87,0.68,-0.68,1.00
0.94,0.68,-0.68,0.99
1.00,0.68,-0.68,0.96
-1.00,0.74,-0.68,4.61
-0.94,0.74,-0.68,4.57
-0.87,0.74,-0.68,4.39
-0.81,0.74,-0.68,4.11
-0.74,0.74,-0.68,3.82
-0.68,0.74,-0.68,3.58
-0.61,0.74,-0.68,3.48
-0.55,0.74,-0.68,3.57
-0.48,0.74,-0.68,3.89
-0.42,0.74,-0.68,4.44
-0.35,0.74,-0.68,5.19
-0.29,0.74,-0.68,6.06
-0.23,0.74,-0.68,6.95
-0.16,0.74,-0.68,7.75
-0.10,0.74,-0.68,8.35
-0.03,0.74,-0.68,8.67
0.03,0.74,-0.68,8.65
0.10,0.74,-0.68,8.30
0.16,0.74,-0.68,7.64
0.23,0.74,-0.68,6.75
0.29,0.74,-0.68,5.74
0.35,0.74,-0.68,4.69
0.42,0.74,-0.68,3.71
0.48,0.74,-0.68,2.84
0.55,0.74,-0.68,2.14
0.61,0.74,-0.68,1.60
0.68,0.74,-0.68,1.22
0.74,0.74,-0.68,0.97
0.81,0.74,-0.68,0.82
0.87,0.74,-0.68,0.73
0.94,0.74,-0.68,0.68
1.00,0.74,-0.68,0.64
-1.00,0.81,-0.68,3.42
-0.94,0.81,-0.68,3.41
-0.87,0.81,-0.68,3.31
-0.81,0.81,-0.68,3.17
-0.74,0.81,-0.68,3.04
-0.68,0.81,-0.68,3.01
-0.61,0.81,-0.68,3.12
-0.55,0.81,-0.68,3.44
-0.48,0.81,-0.68,4.00
-0.42,0.81,-0.68,4.79
-0.35,0.81,-0.68,5.76
-0.29,0.81,-0.68,6.85
-0.23,0.81,-0.68,7.94
-0.16,0.81,-0.68,8.91
-0.10,0.81,-0.68,9.63
-0.03,0.81,-0.68,10.01
0.03,0.81,-0.68,10.00
0.10,0.81,-0.68,9.59
0.16,0.81,-0.68,8.82
0.23,0.81,-0.68,7.79
0.29,0.81,-0.68,6.61
0.35,0.81,-0.68,5.39
0.42,0.81,-0.68,4.23
0.48,0.81,-0.68,3.20
0.55,0.81,-0.68,2.36
0.61,0.81,-0.68,1.70
0.68,0.81,-0.68,1.22
0.74,0.81,-0.68,0.89
0.81,0.81,-0.68,0.68
0.87,0.81,-0.68,0.55
0.94,0.81,-0.68,0.47
1.00,0.81,-0.68,0.42
-1.00,0.87,-0.68,2.45
-0.94,0.87,-0.68,2.46
-0.87,0.87,-0.68,2.43
-0.81,0.87,-0.68,2.40
-0.74,0.87,-0.68,2.41
-0.68,0.87,-0.68,2.53
-0.61,0.87,-0.68,2.82
-0.55,0.87,-0.68,3.33
-0.48,0.87,-0.68,4.08
-0.42,0.87,-0.68,5.06
-0.35,0.87,-0.68,6.23
-0.29,0.87,-0.68,7.49
-0.23,0.87,-0.68,8.74
-0.16,0.87,-0.68,9.84
-0.10,0.87,-0.68,10.66
-0.03,0.87,-0.68,11.10
0.03,0.87,-0.68,11.09
0.10,0.87,-0.68,10.63
0.16,0.87,-0.68,9.78
0.23,0.87,-0.68,8.64
0.29,0.87,-0.68,7.32
0.35,0.87,-0.68,5.96
0.42,0.87,-0.68,4.66
0.48,0.87,-0.68,3.51
0.55,0.87,-0.68,2.55
0.61,0.87,-0.68,1.80
0.68,0.87,-0.68,1.24
0.74,0.87,-0.68,0.86
0.81,0.87,-0.68,0.60
0.87,0.87,-0.68,0.44
0.94,0.87,-0.68,0.34
1.00,0.87,-0.68,0.28
-1.00,0.94,-0.68,1.69
-0.94,0.94,-0.68,1.72
-0.87,0.94,-0.68,1.74
-0.81,0.94,-0.68,1.79
-0.74,0.94,-0.68,1.91
-0.68,0.94,-0.68,2.15
-0.61,0.94,-0.68,2.57
-0.55,0.94,-0.68,3.21
-0.48,0.94,-0.68,4.10
-0.42,0.94,-0.68,5.22
-0.35,0.94,-0.68,6.51
-0.29,0.94,-0.68,7.90
-0.23,0.94,-0.68,9.26
-0.16,0.94,-0.68,10.45
-0.10,0.94,-0.68,11.33
-0.03,0.94,-0.68,11.80
0.03,0.94,-0.68,11.80
0.10,0.94,-0.68,11.31
0.16,0.94,-0.68,10.41
0.23,0.94,-0.68,9.19
0.29,0.94,-0.68,7.78
0.35,0.94,-0.68,6.33
0.42,0.94,-0.68,4.94
0.48,0.94,-0.68,3.71
0.55,0.94,-0.68,2.68
0.61,0.94,-0.68,1.87
0.68,0.94,-0.68,1.26
0.74,0.94,-0.68,0.84
0.81,0.94,-0.68,0.55
0.87,0.94,-0.68,0.37
0.94,0.94,-0.68,0.26
1.00,0.94,-0.68,0.19
-1.00,1.00,-0.68,1.13
-0.94,1.00,-0.68,1.17
-0.87,1.00,-0.68,1.23
-0.81,1.00,-0.68,1.33
-0.74,1.00,-0.68,1.52
-0.68,1.00,-0.68,1.84
-0.61,1.00,-0.68,2.34
-0.55,1.00,-0.68,3.07
-0.48,1.00,-0.68,4.03
-0.42,1.00,-0.68,5.21
-0.35,1.00,-0.68,6.58
-0.29,1.00,-0.68,8.02
-0.23,1.00,-0.68,9.43
-0.16,1.00,-0.68,10.65
-0.10,1.00,-0.68,11.56
-0.03,1.00,-0.68,12.04
0.03,1.00,-0.68,12.04
0.10,1.00,-0.68,11.55
0.16,1.00,-0.68,10.63
0.23,1.00,-0.68,9.38
0.29,1.00,-0.68,7.94
0.35,1.00,-0.68,6.45
0.42,1.00,-0.68,5.03
0.48,1.00,-0.68,3.77
0.55,1.00,-0.68,2.71
0.61,1.00,-0.68,1.88
0.68,1.00,-0.68,1.26
0.74,1.00,-0.68,0.82
0.81,1.00,-0.68,0.52
0.87,1.00,-0.68,0.33
0.94,1.00,-0.68,0.21
1.00,1.00,-0.68,0.14
-1.00,-1.00,-0.61,0.00
-0.94,-1.00,-0.61,0.00
-0.87,-1.00,-0.61,0.00
-0.81,-1.00,-0.61,0.00
-0.74,-1.00,-0.61,0.00
-0.68,-1.00,-0.61,0.00
-0.61,-1.00,-0.61,0.00
-0.55,-1.00,-0.61,0.00
-0.48,-1.00,-0.61,0.00
-0.42,-1.00,-0.61,0.00
-0.35,-1.00,-0.61,0.00
-0.29,-1.00,-0.61,0.00
-0.23,-1.00,-0.61,0.00
-0.16,-1.00,-0.61,0.00
-0.10,-1.00,-0.61,0.00
-0.03,-1.00,-0.61,0.00
0.03,-1.00,-0.61,0.00
0.10,-1.00,-0.61,0.00
0.16,-1.00,-0.61,0.00
0.23,-1.00,-0.61,0.00
0.29,-1.00,-0.61,0.01
0.35,-1.00,-0.61,0.01
0.42,-1.00,-0.61,0.02
0.48,-1.00,-0.61,0.02
0.55,-1.00,-0.61,0.03
0.61,-1.00,-0.61,0.04
0.68,-1.00,-0.61,0.06
0.74,-1.00,-0.61,0.07
0.81,-1.00,-0.61,0.08
0.87,-1.00,-0.61,0.09
0.94,-1.00,-0.61,0.09
1.00,-1.00,-0.61,0.09
-1.00,-0.94,-0.61,0.01
-0.94,-0.94,-0.61,0.01
-0.87,-0.94,-0.61,0.01
-0.81,-0.94,-0.61,0.01
-0.74,-0.94,-0.61,0.01
-0.68,-0.94,-0.61,0.01
-0.61,-0.94,-0.61,0.00
-0.55,-0.94,-0.61,0.00
-0.48,-0.94,-0.61,0.00
-0.42,-0.94,-0.61,0.00
-0.35,-0.94,-0.61,0.00
-0.29,-0.94,-0.61,0.00
-0.23,-0.94,-0.61,0.00
-0.16,-0.94,-0.61,0.00
-0.10,-0.94,-0.61,0.00
-0.03,-0.94,-0.61,0.00
0.03,-0.94,-0.61,0.00
0.10,-0.94,-0.61,0.00
0.16,-0.94,-0.61,0.01
0.23,-0.94,-0.61,0.01
0.29,-0.94,-0.61,0.01
0.35,-0.94,-0.61,0.02
0.42,-0.94,-0.61,0.03
0.48,-0.94,-0.61,0.05
0.55,-0.94,-0.61,0.06
0.61,-0.94,-0.61,0.08
0.68,-0.94,-0.61,0.10
0.74,-0.94,-0.61,0.12
0.81,-0.94,-0.61,0.14
0.87,-0.94,-0.61,0.16
0.94,-0.94,-0.61,0.17
1.00,-0.94,-0.61,0.17
-1.00,-0.87,-0.61,0.02
-0.94,-0.87,-0.61,0.02
-0.87,-0.87,-0.61,0.02
-0.81,-0.87,-0.61,0.02
-0.74,-0.87,-0.61,0.01
-0.68,-0.87,-0.61,0.01
-0.61,-0.87,-0.61,0.01
-0.55,-0.87,-0.61,0.01
-0.48,-0.87,-0.61,0.01
-0.42,-0.87,-0.61,0.00
-0.35,-0.87,-0.61,0.00
-0.29,-0.87,-0.61,0.00
-0.23,-0.87,-0.61,0.00
-0.16,-0.87,-0.61,0.00
-0.10,-0.87,-0.61,0.00
-0.03,-0.87,-0.61,0.00
0.03,-0.87,-0.61,0.00
0.10,-0.87,-0.61,0.01
0.16,-0.87,-0.61,0.01
0.23,-0.87,-0.61,0.02
0.29,-0.87,-0.61,0.02
0.35,-0.87,-0.61,0.04
0.42,-0.87,-0.61,0.06
0.48,-0.87,-0.61,0.08
0.55,-0.87,-0.61,0.11
0.61,-0.87,-0.61,0.15
0.68,-0.87,-0.61,0.18
0.74,-0.87,-0.61,0.22
0.81,-0.87,-0.61,0.26
0.87,-0.87,-0.61,0.29
0.94,-0.87,-0.61,0.30
1.00,-0.87,-0.61,0.31
-1.00,-0.81,-0.61,0.04
-0.94,-0.81,-0.61,0.04
-0.87,-0.81,-0.61,0.04
-0.81,-0.81,-0.61,0.03
-0.74,-0.81,-0.61,0.03
-0.68,-0.81,-0.61,0.02
-0.61,-0.81,-0.61,0.02
-0.55,-0.81,-0.61,0.01
-0.48,-0.81,-0.61,0.01
-0.42,-0.81,-0.61,0.01
-0.35,-0.81,-0.61,0.01
-0.29,-0.81,-0.61,0.00
-0.23,-0.81,-0.61,0.00
-0.16,-0.81,-0.61,0.00
-0.10,-0.81,-0.61,0.00
-0.03,-0.81,-0.61,0.00
0.03,-0.81,-0.61,0.01
0.10,-0.81,-0.61,0.01
0.16,-0.81,-0.61,0.02
0.23,-0.81,-0.61,0.03
0.29,-0.81,-0.61,0.04
0.35,-0.81,-0.61,0.07
0.42,-0.81,-0.61,0.10
0.48,-0.81,-0.61,0.14
0.55,-0.81,-0.61,0.19
0.61,-0.81,-0.61,0.25
0.68,-0.81,-0.61,0.32
0.74,-0.81,-0.61,0.38
0.81,-0.81,-0.61,0.44
0.87,-0.81,-0.61,0.49
0.94,-0.81,-0.61,0.52
1.00,-0.81,-0.61,0.53
-1.00,-0.74,-0.61,0.08
-0.94,-0.74,-0.61,0.08
-0.87,-0.74,-0.61,0.07
-0.81,-0.74,-0.61,0.07
-0.74,-0.74,-0.61,0.06
-0.68,-0.74,-0.61,0.05
-0.61,-0.74,-0.61,0.04
-0.55,-0.74,-0.61,0.03
-0.48,-0.74,-0.61,0.02
-0.42,-0.74,-0.61,0.01
-0.35,-0.74,-0.61,0.01
-0.29,-0.74,-0.61,0.01
-0.23,-0.74,-0.61,0.00
-0.16,-0.74,-0.61,0.00
-0.10,-0.74,-0.61,0.00
-0.03,-0.74,-0.61,0.01
0.03,-0.74,-0.61,0.01
0.10,-0.74,-0.61,0.02
0.16,-0.74,-0.61,0.03
0.23,-0.74,-0.61,0.04
0.29,-0.74,-0.61,0.07
0.35,-0.74,-0.61,0.11
0.42,-0.74,-0.61,0.16
0.48,-0.74,-0.61,0.23
0.55,-0.74,-0.61,0.32
0.61,-0.74,-0.61,0.41
0.68,-0.74,-0.61,0.52
0.74,-0.74,-0.61,0.63
0.81,-0.74,-0.61,0.73
0.87,-0.74,-0.61,0.81
0.94,-0.74,-0.61,0.86
1.00,-0.74,-0.61,0.88
-1.00,-0.68,-0.61,0.15
-0.94,-0.68,-0.61,0.15
-0.87,-0.68,-0.61,0.14
-0.81,-0.68,-0.61,0.13
-0.74,-0.68,-0.61,0.11
-0.68,-0.68,-0.61,0.09
-0.61,-0.68,-0.61,0.07
-0.55,-0.68,-0.61,0.06
-0.48,-0.68,-0.61,0.04
-0.42,-0.68,-0.61,0.03
-0.35,-0.68,-0.61,0.02
-0.29,-0.68,-0.61,0.01
-0.23,-0.68,-0.61,0.01
-0.16,-0.68,-0.61,0.01
-0.10,-0.68,-0.61,0.01
-0.03,-0.68,-0.61,0.01
0.03,-0.68,-0.61,0.01
0.10,-0.68,-0.61,0.02
0.16,-0.68,-0.61,0.04
0.23,-0.68,-0.61,0.07
0.29,-0.68,-0.61,0.11
0.35,-0.68,-0.61,0.17
0.42,-0.68,-0.61,0.26
0.48,-0.68,-0.61,0.37
0.55,-0.68,-0.61,0.50
0.61,-0.68,-0.61,0.66
0.68,-0.68,-0.61,0.82
0.74,-0.68,-0.61,0.99
0.81,-0.68,-0.61,1.15
0.87,-0.68,-0.61,1.28
0.94,-0.68,-0.61,1.36
1.00,-0.68,-0.61,1.39
-1.00,-0.61,-0.61,0.28
-0.94,-0.61,-0.61,0.28
-0.87,-0.61,-0.61,0.26
-0.81,-0.61,-0.61,0.24
-0.74,-0.61,-0.61,0.20
-0.68,-0.61,-0.61,0.17
-0.61,-0.61,-0.61,0.13
-0.55,-0.61,-0.61,0.10
-0.48,-0.61,-0.61,0.08
-0.42,-0.61,-0.61,0.05
-0.35,-0.61,-0.61,0.04
-0.29,-0.61,-0.61,0.02
-0.23,-0.61,-0.61,0.02
-0.16,-0.61,-0.61,0.01
-0.10,-0.61,-0.61,0.01
-0.03,-0.61,-0.61,0.01
0.03,-0.61,-0.61,0.02
0.10,-0.61,-0.61,0.04
0.16,-0.61,-0.61,0.06
0.23,-0.61,-0.61,0.11
0.29,-0.61,-0.61,0.17
0.35,-0.61,-0.61,0.26
0.42,-0.61,-0.61,0.39
0.48,-0.61,-0.61,0.56
0.55,-0.61,-0.61,0.76
0.61,-0.61,-0.61,0.99
0.68,-0.61,-0.61,1.25
0.74,-0.61,-0.61,1.51
0.81,-0.61,-0.61,1.74
0.87,-0.61,-0.61,1.93
0.94,-0.61,-0.61,2.06
1.00,-0.61,-0.61,2.10
-1.00,-0.55,-0.61,0.50
-0.94,-0.55,-0.61,0.49
-0.87,-0.55,-0.61,0.46
-0.81,-0.55,-0.61,0.42
-0.74,-0.55,-0.61,0.36
-0.68,-0.55,-0.61,0.30
-0.61,-0.55,-0.61,0.24
-0.55,-0.55,-0.61,0.18
-0.48,-0.55,-0.61,0.13
-0.42,-0.55,-0.61,0.09
-0.35,-0.55,-0.61,0.06
-0.29,-0.55,-0.61,0.04
-0.23,-0.55,-0.61,0.03
-0.16,-0.55,-0.61,0.02
-0.10,-0.55,-0.61,0.02
-0.03,-0.55,-0.61,0.02
0.03,-0.55,-0.61,0.03
0.10,-0.55,-0.61,0.05
0.16,-0.55,-0.61,0.09
0.23,-0.55,-0.61,0.15
0.29,-0.55,-0.61,0.25
0.35,-0.55,-0.61,0.38
0.42,-0.55,-0.61,0.57
0.48,-0.55,-0.61,0.81
0.55,-0.55,-0.61,1.10
0.61,-0.55,-0.61,1.45
0.68,-0.55,-0.61,1.82
0.74,-0.55,-0.61,2.19
0.81,-0.55,-0.61,2.54
0.87,-0.55,-0.61,2.81
0.94,-0.55,-0.61,3.00
1.00,-0.55,-0.61,3.06
-1.00,-0.48,-0.61,0.85
-0.94,-0.48,-0.61,0.83
-0.87,-0.48,-0.61,0.78
-0.81,-0.48,-0.61,0.70
-0.74,-0.48,-0.61,0.61
-0.68,-0.48,-0.61,0.50
-0.61,-0.48,-0.61,0.40
-0.55,-0.48,-0.61,0.31
-0.48,-0.48,-0.61,0.22
-0.42,-0.48,-0.61,0.16
-0.35,-0.48,-0.61,0.11
-0.29,-0.48,-0.61,0.07
-0.23,-0.48,-0.61,0.05
-0.16,-0.48,-0.61,0.03
-0.10,-0.48,-0.61,0.03
-0.03,-0.48,-0.61,0.03
0.03,-0.48,-0.61,0.04
0.10,-0.48,-0.61,0.07
0.16,-0.48,-0.61,0.13
0.23,-0.48,-0.61,0.21
0.29,-0.48,-0.61,0.34
0.35,-0.48,-0.61,0.53
0.42,-0.48,-0.61,0.79
0.48,-0.48,-0.61,1.13
0.55,-0.48,-0.61,1.54
0.61,-0.48,-0.61,2.02
0.68,-0.48,-0.61,2.54
0.74,-0.48,-0.61,3.06
0.81,-0.48,-0.61,3.54
0.87,-0.48,-0.61,3.93
0.94,-0.48,-0.61,4.18
1.00,-0.48,-0.61,4.27
-1.00,-0.42,-0.61,1.38
-0.94,-0.42,-0.61,1.35
-0.87,-0.42,-0.61,1.27
-0.81,-0.42,-0.61,1.14
-0.74,-0.42,-0.61,0.99
-0.68,-0.42,-0.61,0.82
-0.61,-0.42,-0.61,0.65
-0.55,-0.42,-0.61,0.50
-0.48,-0.42,-0.61,0.36
-0.42,-0.42,-0.61,0.26
-0.35,-0.42,-0.61,0.17
-0.29,-0.42,-0.61,0.11
-0.23,-0.42,-0.61,0.07
-0.16,-0.42,-0.61,0.05
-0.10,-0.42,-0.61,0.04
-0.03,-0.42,-0.61,0.04
0.03,-0.42,-0.61,0.06
0.10,-0.42,-0.61,0.10
0.16,-0.42,-0.61,0.17
0.23,-0.42,-0.61,0.29
0.29,-0.42,-0.61,0.46
0.35,-0.42,-0.61,0.71
0.42,-0.42,-0.61,1.06
0.48,-0.42,-0.61,1.51
0.55,-0.42,-0.61,2.06
0.61,-0.42,-0.61,2.70
0.68,-0.42,-0.61,3.39
0.74,-0.42,-0.61,4.09
0.81,-0.42,-0.61,4.73
0.87,-0.42,-0.61,5.25
0.94,-0.42,-0.61,5.59
1.00,-0.42,-0.61,5.71
-1.00,-0.35,-0.61,2.15
-0.94,-0.35,-0.61,2.11
-0.87,-0.35,-0.61,1.98
-0.81,-0.35,-0.61,1.78
-0.74,-0.35,-0.61,1.54
-0.68,-0.35,-0.61,1.28
-0.61,-0.35,-0.61,1.02
-0.55,-0.35,-0.61,0.78
-0.48,-0.35,-0.61,0.57
-0.42,-0.35,-0.61,0.40
-0.35,-0.35,-0.61,0.27
-0.29,-0.35,-0.61,0.18
-0.23,-0.35,-0.61,0.11
-0.16,-0.35,-0.61,0.07
-0.10,-0.35,-0.61,0.06
-0.03,-0.35,-0.61,0.06
0.03,-0.35,-0.61,0.08
0.10,-0.35,-0.61,0.13
0.16,-0.35,-0.61,0.22
0.23,-0.35,-0.61,0.37
0.29,-0.35,-0.61,0.59
0.35,-0.35,-0.61,0.92
0.42,-0.35,-0.61,1.36
0.48,-0.35,-0.61,1.94
0.55,-0.35,-0.61,2.64
0.61,-0.35,-0.61,3.47
0.68,-0.35,-0.61,4.36
0.74,-0.35,-0.61,5.25
0.81,-0.35,-0.61,6.08
0.87,-0.35,-0.61,6.74
0.94,-0.35,-0.61,7.18
1.00,-0.35,-0.61,7.33
-1.00,-0.29,-0.61,3.21
-0.94,-0.29,-0.61,3.15
-0.87,-0.29,-0.61,2.96
-0.81,-0.29,-0.61,2.66
-0.74,-0.29,-0.61,2.30
-0.68,-0.29,-0.61,1.91
-0.61,-0.29,-0.61,1.52
-0.55,-0.29,-0.61,1.16
-0.48,-0.29,-0.61,0.85
-0.42,-0.29,-0.61,0.60
-0.35,-0.29,-0.61,0.40
-0.29,-0.29,-0.61,0.26
-0.23,-0.29,-0.61,0.17
-0.16,-0.29,-0.61,0.11
-0.10,-0.29,-0.61,0.08
-0.03,-0.29,-0.61,0.08
0.03,-0.29,-0.61,0.10
0.10,-0.29,-0.61,0.16
0.16,-0.29,-0.61,0.28
0.23,-0.29,-0.61,0.46
0.29,-0.29,-0.61,0.73
0.35,-0.29,-0.61,1.13
0.42,-0.29,-0.61,1.67
0.48,-0.29,-0.61,2.38
0.55,-0.29,-0.61,3.26
0.61,-0.29,-0.61,4.27
0.68,-0.29,-0.61,5.37
0.74,-0.29,-0.61,6.47
0.81,-0.29,-0.61,7.48
0.87,-0.29,-0.61,8.31
0.94,-0.29,-0.61,8.84
1.00,-0.29,-0.61,9.03
-1.00,-0.23,-0.61,4.60
-0.94,-0.23,-0.61,4.51
-0.87,-0.23,-0.61,4.24
-0.81,-0.23,-0.61,3.82
-0.74,-0.23,-0.61,3.30
-0.68,-0.23,-0.61,2.74
-0.61,-0.23,-0.61,2.18
-0.55,-0.23,-0.61,1.66
-0.48,-0.23,-0.61,1.22
-0.42,-0.23,-0.61,0.86
-0.35,-0.23,-0.61,0.58
-0.29,-0.23,-0.61,0.38
-0.23,-0.23,-0.61,0.24
-0.16,-0.23,-0.61,0.16
-0.10,-0.23,-0.61,0.11
-0.03,-0.23,-0.61,0.10
0.03,-0.23,-0.61,0.13
0.10,-0.23,-0.61,0.20
0.16,-0.23,-0.61,0.33
0.23,-0.23,-0.61,0.54
0.29,-0.23,-0.61,0.87
0.35,-0.23,-0.61,1.34
0.42,-0.23,-0.61,1.98
0.48,-0.23,-0.61,2.82
0.55,-0.23,-0.61,3.85
0.61,-0.23,-0.61,5.04
0.68,-0.23,-0.61,6.34
0.74,-0.23,-0.61,7.64
0.81,-0.23,-0.61,8.84
0.87,-0.23,-0.61,9.81
0.94,-0.23,-0.61,10.44
1.00,-0.23,-0.61,10.66
-1.00,-0.16,-0.61,6.33
-0.94,-0.16,-0.61,6.20
-0.87,-0.16,-0.61,5.82
-0.81,-0.16,-0.61,5.25
-0.74,-0.16,-0.61,4.54
-0.68,-0.16,-0.61,3.76
-0.61,-0.16,-0.61,3.00
-0.55,-0.16,-0.61,2.29
-0.48,-0.16,-0.61,1.68
-0.42,-0.16,-0.61,1.18
-0.35,-0.16,-0.61,0.80
-0.29,-0.16,-0.61,0.53
-0.23,-0.16,-0.61,0.34
-0.16,-0.16,-0.61,0.22
-0.10,-0.16,-0.61,0.16
-0.03,-0.16,-0.61,0.14
0.03,-0.16,-0.61,0.16
0.10,-0.16,-0.61,0.24
0.16,-0.16,-0.61,0.39
0.23,-0.16,-0.61,0.62
0.29,-0.16,-0.61,0.99
0.35,-0.16,-0.61,1.52
0.42,-0.16,-0.61,2.25
0.48,-0.16,-0.61,3.20
0.55,-0.16,-0.61,4.36
0.61,-0.16,-0.61,5.71
0.68,-0.16,-0.61,7.18
0.74,-0.16,-0.61,8.66
0.81,-0.16,-0.61,10.02
0.87,-0.16,-0.61,11.11
0.94,-0.16,-0.61,11.83
1.00,-0.16,-0.61,12.08
-1.00,-0.10,-0.61,8.35
-0.94,-0.10,-0.61,8.18
-0.87,-0.10,-0.61,7.68
-0.81,-0.10,-0.61,6.92
-0.74,-0.10,-0.61,5.99
-0.68,-0.10,-0.61,4.97
